quote,author,book,parPage,ID,tags,yellowParts,stars,favorite,dateinsert,original,fileUrl,vydal,folder,sourceUrl,
"Mysl je bariéra. Mysl je prostě svazek myšlenek. Proto, ať jste kdekoli, pozorujte mysl, pozorujte myšlenky. Nereagujte na ně, jen je pozorujte. Odstraňte bariéru mezi vámi a myšlenkami, aby se myšlenky mohly spojit v Já a budete svobodní.

~Robert Adams ~",Adams Robert,,,1166,,"__|__
pozorujte myšlenky. Nereagujte",,,2023-12-17.,"The  mind  is  a  barrier.The  mind  is  simply  a  bundle of thoughts. Therefore  wherever  you  are  observe  the  mind,  observe  the thoughts.  Do  not  react  to  them  just  observe  them.  Remove  the  barrier  between  yourself and  the  thoughts  so  the  thoughts  can  merge  in  the  Self  and  you  will  be  free.

~Robert Adams ~",,,,fb:Adams Robert,
"Život v tomto těle a všech těch věcech je velmi krátký
kterým procházíte, brzy skončí.
Pokud jste neudělali žádný duchovní pokrok
budete pod klamem karmy.
A budete se vracet znovu a znovu v klamné tělesné podobě
prochází mnoha zkušenostmi, které se vám zdají skutečné.

Jediný způsob, jak to skončit, je teď to všechno vzdát.
Rozhodněte se, že tento rok se pro vás stane rokem
úplně se realizovat. Úplně se probudit.
A tím, že se budete řídit třemi nastíněnými pravidly,
stane se ti to rychleji, než stačíš dýchat,
pokud to dovolíte.

Nedovolte světu, aby řídil váš život.
Nenechte se oklamat světem.
To vše je iluze.
Buď sám sebou. Poznej sám sebe.
Uvědomte si, že jste Brahman, čisté vědomí.
Vaše přirozenost je čisté vědomí
a jednoho dne se budeš muset probudit.
Tak proč nezačít hned teď. Proč čekat?

T.117 Robert Adams 😘",Adams Robert,Rozhovory,117,1167,,,,,2023-12-17.,"Life is very short in this body and all of the things
you're going through will soon come to an end.
If you have not made any spiritual headway
you will be under the delusion of karma.
And you will return again and again in a delusory body form
going through many experiences that appear real to you.

The only way for it to come to an end is to give it all up now.
Make up your mind that this is going to become the year for you
to totally become realized. To awaken totally.
And by following the three precepts as outlined,
this will happen to you faster than you can breath,
if you allow it to.

Do not allow the world to run your life.
Do not let the world fool you.
All this is an illusion.
Be yourself. Know yourself.
Realize that you are Brahman, the pure awareness.
Your nature is pure consciousness
and one day you will have to awaken.
So why not begin now. Why wait?

T.117 Robert Adams 😘",,,,fb:Adams Robert,
"""Nechte lidi na pokoji. Nesnažte se nikoho změnit. Nehledejte problémy. Nedovolte své mysli myslet za nos. Včerejšek je pryč a už se nikdy nemůže vrátit. Každý člověk dělá chyby. Nelitujte minulosti , je to součást vaší zkušenosti s učením.

Nejsi hříšník. Nejsi špatný člověk, nezáleží na tom, co jsi udělal. Skutek může být zlý, ale vy nejste. Dívejte se na sebe jako na totální existenci a jednejte odtud. Nic neočekávejte a nikdy nebudete zklamáni. Dej ze sebe. Neočekávejte nic na oplátku.""

~ Robert Adams (americký mystik Advaita 20. století)",Adams Robert,Advaita 20. století,,1168,,"__|__
Nechte lidi na pokoji.__|__
Nesnažte se nikoho změnit__|__
Nehledejte problémy__|__
Nelitujte minulosti , je to součást vaší zkušenosti s učením.__|__
Nejsi špatný člověk__|__
jednejte odtud.__|__
neočekávejte a nikdy nebudete zklamáni. Dej ze sebe. Neočekávejte nic na oplátku",,,2023-12-17.,"""Leave people alone. Do not try to change anyone. Do not look for problems. Do not allow your mind to think past your nose. Yesterday is gone and it can never come back. Every human being makes mistakes. Do not regret the past, it's part of your learning experience. 

You are not a sinner. You are not a bad person, makes no difference what you've done. The deed may be evil, but you are not. Look at yourself as total existence, and act from there. Expect nothing and you'll never be disappointed. Give of yourself. Expect nothing in return.""

~ Robert Adams (20th century American Advaita mystic)",,,,fb:Adams Robert,
"""Ten člověk není Bůh, tělo není Bůh, ale ty jsi Bůh. Důvodem, proč nepřijmeš skutečnost, že jsi Bůh, je tvoje ortodoxní výchova. Stále věříš, že Bůh je antropomorfní božstvo nahoře na obloze."" a když vám řeknu, že jste Bůh, myslíte si, že je to rouhání. To mi jen ukazuje, že se ztotožňujete se svým tělem.

Věříte, že jste tělo a někde nahoře na nebi je Bůh, ke kterému se musíte modlit, a pokud má dobrou náladu, dá vám požehnání. Pokud se ten den necítí příliš dobře, hodí na vás blesk. Lidé tomu stále věří.

Proč neexperimentovat?
Proč nezačít věřit, že jsi Bůh?

Bůh je Vědomí. A to není mimo vás. To jsi ty. To jsi ty. Celý vesmír jsi ty sám. Celý vesmír je štěstí, radost, láska, mír. Ale to nikdy na světě neuvidíte, dokud to neuvidíte sami v sobě.
Musíte se proto naučit vidět sebe jako milujícího člověka, jako laskavého člověka, jako radostného člověka. A pak toho člověka zahodíte a uvidíte sami sebe jako všudypřítomnost, vševědoucnost, všemohoucnost.

Ty jsi ta síla. Neexistuje žádná jiná síla než ty. Mnozí z vás, většinu svých životů, se zabývali okultními silami a snažili se najít zlaté rouno, takříkajíc, mimo sebe. Nikdy to nebylo mimo tebe. Vše, co hledáte, je ve vás. Přestaňte hledat mimo sebe. Potenciál, možnost všeho, co si dokážete představit, je ve vás. Všudypřítomné Já je vaší skutečnou přirozeností.""

~ Robert Adams",Adams Robert,,,1169,,,,,2023-12-17.,"""The person is not God, the body is not God, but you are God. The reason you will not accept the fact that you are God is because of your orthodox upbringing. You still believe God to be an anthropomorphic deity up in the sky, and if I tell you you’re God, you think it’s blasphemy. That only shows me that you are identifying with your body. 

You believe you are a body, and there is a God somewhere up in the sky that you’ve got to pray to, and if he is in a good mood, he’ll give you a boon. If he’s not feeling too good that day, he will throw a lightning bolt at you. People still believe that.

Why not experiment? 
Why not begin to believe that you are God?

God is Consciousness. And that is not outside of yourself. It is you. You are that. The whole universe is yourself. The whole universe is happiness, joy, love, peace. But you will never see that in the world until you see it within yourself. 
You must consequently practice seeing yourself as a loving person, as a kind person, as a joyous person. And then you will drop the person, and you will see yourself as omnipresence, omniscience, omnipotence.

You are the power. There is no other power but you. Many of you, most of your lives, have been dwelling on occult powers, trying to find the golden fleece, so-to-speak, outside of yourself. It has never been outside of yourself. Everything you’re looking for is within you. Stop searching outside of yourself. The potential, the possibility for everything you can imagine, is within you. The omnipresent Self is your real nature.""

~ Robert Adams",,,,fb:Adams Robert,
"NIC SE VÁM NEDĚJE

Cokoli se zdá, že se děje s vaším tělem nebo myslí. Ať už máte rakovinu, AIDS, D.T., dýmějový mor. Ať už jste nejsilnější člověk na zemi. Ať už vaše mysl pociťuje depresi nebo rozčarování, nebo se vaše mysl cítí šťastná nebo uklidněná. Cokoli postihne vaše tělo nebo vaši mysl, pamatujte, že se vám to nestává. Vy s tím nemáte absolutně nic společného.
Robert Adams T 174",Adams Robert,T,174,1170,,"__|__
NIC SE VÁM NEDĚJE__|__
postihne vaše tělo nebo vaši mysl, pamatujte, že se vám to nestává. Vy s tím nemáte absolutně nic společného.
",,,2023-12-18.,"NOTHING IS HAPPENING TO YOU

Whatever appears to happen to your body or your mind. Whether you have cancer, AIDS, the D.T.'s, bubonic plague. Whether you're the strongest person on earth. Whether your mind feels depressed or disillusioned, or your mind feels happy or reassured. Whatever befalls your body or your mind, remember, this is not happening to you. You have absolutely nothing to do with that.

Palma Pataki

Robert Adams T 174

12h",,,,fb:Adams Robert,
"Když vám řeknu: „Nikdy jsi se nenarodil,“ zní to směšně. Když vám řeknu: „Nikdy nemůžeš zemřít,“ zní to ještě hůř. Ale když to prozkoumáte a vysledujete zpět, odkud se vzal prvorozený? Kdo to zrodil? Můžete jít do příběhu stvoření. To některé lidi uklidní, ale myslící člověk ví, že je to příběh. Ve snu není žádný příběh o stvoření. Začnete snít právě tam, kde jste. Prostě se to objeví. Sen z vás vychází, stává se externalizovaným. Je tu nebe, jsou hvězdy, jsou lidé. Dějí se nejrůznější věci. Ve snu procházíte zážitky. Jsi šťastný, jsi smutný, jsi naštvaný. Ale přesto, když se probudíš, sen je pryč. Tento život se nazývá smrtelný sen. Musíte se zachytit, když berete život příliš vážně, a porovnat ho se snem. Když vezmete svůj sen vážně a začnete se kvůli něčemu násilně rozčilovat, a já se vám pokusím vysvětlit, že sníte, nikdy mi neuvěříte, protože snový svět je v té době velmi silný.

[Přesto] to nechcete přijmout, protože tomu nikdo jiný nevěří. Ráno se probudíš a byl to jen sen. Přemýšlejte o problémech, úžasných zážitcích, o všem, čím jste prošli od narození. Vypadá to tak reálně, že? A dokonce i nyní jste produktem všech svých samskár, všech svých předpojatých nápadů, svých konceptů a toho, jak jste byli vychováni a vycvičeni. Tohle je tvůj život. Neznáte jiný život než tento. Přesto se zdá, že každý člověk pochází z jiné výchovy. Každý člověk má svá vlastní přesvědčení, své vlastní nápady, co je správné, co je špatné, co je dobré, co je špatné. Tak začínají války. Tak začíná nelidskost člověka vůči člověku. Když věříš, že já mám pravdu a ty se mýlíš. Když začnete vidět věci, které nejsou v pořádku, a chcete je napravit. Nikdo nám nikdy neřekl, místo toho se ponořte do sebe a uvidíte dokonalost. Viz átman. Viz neomezená blaženost. Začněte přebývat v realitě a váš svět se brzy stane realitou.

Robert Adams, T104: Ticho, Duchovní centrum, 12. září, 1991.",Adams Robert,," 104: Ticho, Duchovní centrum, 12. září, 1991.",1171,sen vážně,"__|__
snít právě tam, kde jste. Prostě se to objeví. Sen z vás vychází, stává se externalizovaným. Je tu nebe, jsou hvězdy, jsou lidé. Dějí se nejrůznější věci. Ve snu procházíte zážitky.__|__
smrtelný sen__|__
sen vážně a začnete se kvůli něčemu násilně rozčilovat, a já se vám pokusím vysvětlit, že sníte, nikdy mi neuvěříte, protože snový svět je v té době velmi silný.__|__
vlastní přesvědčení, své vlastní nápady, co je správné, co je špatné, co je dobré, co je špatné. Tak začínají války. Tak začíná nelidskost člověka vůči člověku__|__
ponořte do sebe a uvidíte dokonalost. Viz átman. Viz neomezená blaženost. Začněte přebývat v realitě a váš svět se brzy stane realitou",,,2023-12-18.,"When I tell you, “You were never born,” it sounds ludicrous. When I tell you, “You can never die,” it sounds even worse. Yet if you investigate and you trace it back, where did the first born come from? Who gave it birth? You can go into the story of creation. That will appease some people but the thinking person knows it's a story. In a dream there is no story of creation. You begin to dream just where you are. It just appears. The dream comes out of you, becomes externalized. There's a sky, there are stars, there are people. All sorts of things are happening. You go through experiences in your dream. You are happy, you're sad, you're mad. But yet when you wake up, the dream is gone. This life is called the mortal dream. You have to catch yourself when you take life too serious, and compare it with a dream. When you take your dream serious and you become violently upset over something, and I try to explain to you, you're dreaming, you will never believe me, because the dream world is very powerful at that time.

[Yet] you do not want to accept that, because no one else believes it. You wake up in the morning and it was just a dream. Think about the problems, the wonderful experiences, everything you've been through since you were born. It appears so real, doesn't it? And even now you are a product of all your samskaras, all of your preconceived ideas, your concepts and how you were brought up and trained. This is your life. You do not know any other life but this. Yet every person seems to come from a different upbringing. Every person has their own beliefs, their own ideas, what's right, what's wrong, what is good, what is bad. That's how wars start. That's how man's inhumanity to man begins. When you believe I'm right and you're wrong. When you begin to see things that are not right and you want to correct them. No one has ever told us, instead of doing that, dive within yourself and see perfection. See the atman. See unlimited bliss. Begin to dwell on the reality, and soon your world will become reality.

Robert Adams, T104: Silence, The Spiritual Center, 12th Septmber, 1991.",,,,fb:Adams Robert,
"TADY A TEĎ

Vždy si musíte pamatovat, že všechny vaše karmy, vaše samskáry, vaše hříchy opomenutí a pověření, hříšné činy, za které jste zodpovědní, žádná z těchto věcí se vás nemůže dotknout, pokud se soustředíte v Tady a Teď.

Jinými slovy. tady a teď je všudypřítomnost. Všechno tady a teď prostupuje. Vševědoucnost. Tady a teď je vědomí. Tady a teď je neomezený prostor, čisté vědomí bez námahy a bez možnosti volby. Když se budete držet Tady a Teď, když se ztotožníte s Tady a Teď, minulost již není platná. V Tady a Teď není žádná minulost a není žádná budoucnost. Tam je JÁ JSEM. Existuje konečná Skutečnost, konečná Jednota a vy jste To.

Robert Adams T174",Adams Robert,,,1172,Tady a Teď,"__|__
nemůže dotknout, pokud se soustředíte v Tady a Teď__|__
samskáry, vaše hříchy opomenutí ",,,2023-12-18.,"HERE AND NOW

You must always remember that all of your karma's, your samskara's, your sins of omission and commission, the sinful acts that you're responsible for, none of these things can touch you if you centre yourself in the Here and Now.

In other words. the Here and Now is Omnipresence. The Here and Now is all pervading. Omniscience. The Here and Now is Consciousness. The Here and Now is boundless space, effortless choice-less Pure Awareness. When you hold onto the Here and Now, when you identify with the Here and Now, the past is no longer valid. There is no past and there is no future in the Here and Now. There is I AM. There is the ultimate Reality, ultimate Oneness, and you are That.

Robert Adams T174",,,,fb:Adams Robert,
"Vaší pravou přirozeností je štěstí. Vždy to tak bylo, nikdy nic jiného. Mír je vaší pravou přirozeností. Proto je pro mě zábavné, jak lidé chtějí z tohoto světa udělat svět mírumilovný. Chtějí najít štěstí v mírumilovném světě. Takový svět neexistuje a nikdy nebude. Ale nemůžete popřít, že existujete. A protože existujete, vše, co hledáte, je ve vás. Musíte se naučit ponořit se hluboko dovnitř a najít tu pravdu. Ale jak můžete, když se tolik zajímáte o svět, své osobní ego a sebe? Jak můžete, když stále přemýšlíte o tom, co vám dělají ostatní, co děláte sami sobě, co potřebujete, co musíte získat. Jak můžete získat něco jiného? Nemůžeš. Zbylo vás příliš mnoho. Musíte být zničeni. Mysl, osobní já, ego musí být zničeny. Teprve když se to stane, začnete cítit něco jiného. Robert Adams

Přepis 86. Na cestě",Adams Robert,Přepis, 86. Na cestě,1173,,,,,2023-12-18.,"Your true nature is happiness. It has always been that, never anything else. Peace is your true nature. Therefore it is amusing to me how people want to make this world a peaceful world. They want to find happiness in a peaceful world. Such a world does not exist and never will. But you cannot deny that you exist. And because you exist, everything you're looking for is within you. You have to learn to dive deep within and find that truth. But how can you when you're so concerned with the world and your personal ego and yourself? How can you if you're always thinking what other people are doing to you, what you're doing to yourself, what you need, what you have to get. How can you acquire anything else? You cannot. There's too much of you left. The you has to be destroyed. The mind, the personal I, the ego has to be annihilated. Only when that happens will you begin to feel something else. Robert Adams

Transcript 86. On the Path",,,,fb:Adams Robert,
"ŽIJTE SPONTÁNNĚ

Jednou se budeš muset probudit. Proč to neudělat hned teď? Jediný důvod, proč si myslíte, že je to těžké, je ten, že nežijete spontánně. Žijete v čase a prostoru. Když žijete spontánně, není prostor pro nic jiného. Proto všechny vaše včerejšky jsou pryč, vaše zítřky neexistují. Ve spontaneitě není prostor pro obavy, rozčilování nebo přemýšlení, pokud skutečně žijete spontánně.

Když žijete spontánně, čas a prostor pro vás neexistují. Protože žijete naplno každou sekundu. Každou vteřinu existuješ. Neexistujete jako nic zvláštního. Neexistujete jako muž nebo žena. Jednoduše existujete.

A v této spontánnosti jste vesmír. Ale jakmile se od toho odtrhnete, stanete se znovu individualitou.

Stáváte se tělem a myslí a ostatní vidíte jako těla a mysli. Ale když žijete v té spontánnosti, není prostor, není místo pro nic. Stali jste se Absolutní svobodou

Robert Adams T146",Adams Robert,, T146,1174,spontánně,,,,2023-12-18.,"LIVE SPONTANEOUSLY

You're going to have to wake up one day. Why not do it right now? The only reason you believe it's hard, is because you're not living spontaneously. You're living in time and space. When you live spontaneously, there is no room for anything else. Therefore all of your yesterdays are gone, your tomorrows do not exist. There is no room in spontaneity to worry or to fret or to think, if you are truly living spontaneously.

When you live spontaneously, time and space do not exist for you. For you are living fully every second. Every second you exist. You do not exist as anything special. You do not exist as a man or a woman. You simply exist.

And in that spontaneity you are the universe. But as soon as you break away from it, you become an individual once more.

You become a body and a mind and you see others as bodies and minds. But when you are living in that spontaneity, there is no space, there is no room for anything. You have become Absolute Freedom

Robert Adams T146",,,,fb:Adams Robert,
"Jste absolutní realita. jsi vědomí,
prázdnota, sat-čit-ánanda. To je vaše pravda
Příroda. Proč v něm nezůstat a nebýt svobodný? Proč
myslet na jiné věci? I když mluvím
někteří z vás myslí na jiné věci.
Nemůžeš si pomoct. Je to síla zvyku. Vyprázdněte svůj
mysli. Ztište se a všechno se stane
z vlastní vůle. Opravdu není nic, co byste museli
dělej, buď v klidu.
~Robert Adams",Adams Robert,,,1175,,"__|__
 myslí na jiné věci.
Nemůžeš si pomoct. Je to síla zvyku. Vyprázdněte__|__
Ztište se a všechno se stane
z vlastní vůle. Opravdu není nic, co byste museli__|__
nic, co byste museli",,,2023-12-18.,"You are absolute reality. You are consciousness,
emptiness, sat-chit-ananda. That is your true
nature. Why not abide in it, and be free? Why
think about other things? Even while I am talking
to you, some of you are thinking of other things.
You can't help it. It's a force of habit. Empty your
minds. Become still, and everything will happen of
its own accord. There is really nothing you have to
do, just be still.
~Robert Adams",,,,fb:Adams Robert,
"*Rozdíl mezi spánkem a realizací je v tom, že když spíte, jste si vědomi, ale nejste si toho vědomi. Když jste si vědomi, jste si vědomi celé hry.*

(...) Když se podíváte na vesmír, skládá se z galaxií a slunečních soustav. V každé galaxii jsou biliony a biliony slunečních soustav. Co je sluneční soustava? Je to slunce a kolem něj obíhají planety. Není to stejně jako atom? Proto vám v Písmu říká: „Žijeme v těle Božím“, neboť celý vesmír se jeví jako nějaká pulzující bytost. Pulsuje. Dýchá to. Dokážete si to představit? Vesmír vlastně dýchá stejně jako vy dýcháte. Jste replikou vesmíru. Kdybyste ve svém těle našli velikost atomu, byli byste ve vesmíru. Podívali byste se nahoru a viděli byste slunce, hvězdy, planety, ale to vše se odehrává ve vašem těle [jste mikrokosmos v makrokosmu, což znamená, že jste malý vesmír ve velkém vesmíru]. Je to k zamyšlení. Takže nejste tím, čím se zdáte být. (...)(...) Byl jsi oklamán. Probuďte se!

Proč byste se měli probudit? Když se podíváte na dnešní svět a vidíte, co se děje, jste úplně zmatení. Nemáte ponětí, proč je válka, lidská nelidskost vůči člověku. V Rusku bude občanská válka. Bojují v Jižní Americe. V Africe dochází k otřesům. Zdá se, že nikde není klid. Realita je však láska. Realita je mír. Realita je nekonečné štěstí. Nedává to žádný smysl. Jak může být realita štěstím, láskou a mírem, když vidíte účinek reality, která se jeví jako chaos a zmatek a lidská nelidskost vůči člověku? Byli jste zhypnotizováni. Sledovali jste někdy hypnotizéra? Dobrý hypnotizér vás dokáže zhypnotizovat a přimět vás věřit téměř čemukoli. Univerzální hypnóza se nazývá maya. Nutí mě to věřit, že jsem Robert a mám život, který musím žít. Díky tomu věříte, že jste Joan, nebo Fred, nebo Henry nebo Mary, a že máte život, který musíte žít. Bojíte se o svůj život. Nemáte trpělivost. Vždy chcete věci měnit, dělat věci lepšími, zlepšovat toto a zlepšovat tamto. Všechno je to vtip.

Moudrý člověk se tedy opravdu nesnaží něco změnit. Ztichnou. Mají trpělivost. Pracují na sobě. Sledují své myšlenky, sledují své činy a pozorují, jak se rozčilují, pozorují, jak upadají do deprese, pozorují, jak žárlí a závidí a podobně. Postupně si uvědomují: ""To nejsem já. To je hypnóza, to je lež."" Nereagují na svůj stav. Do té míry, do jaké nereagují na svůj stav, do té míry se stávají svobodnými. Už je nezajímá, co kdo jiný dělá. S nikým se nesrovnávají. S nikým nekonkurují. Jednoduše sledují sami sebe. Pozorují sami sebe. Vidí duševní zmatek. Neběhají kolem a křičí: ""Jsem absolutní realita. Jsem Bůh. Jsem vědomí."" Spíše vidí, odkud přicházejí, a ostatní nechají na pokoji. Taková bytost se vyvíjí rychlým tempem.

Nezáleží na tom, v jaké situaci se taková bytost nachází. Nezáleží na tom, protože taková bytost je již svobodná. Když mysl spočívá v srdci, to znamená, když mysl již nevychází ven a neztotožňuje se se světem, když mysl spočívá v srdci, je zde mír, je zde harmonie, existuje čisté bytí. Když dovolíte své mysli opustit vaše Já, začne se srovnávat, začne soudit, začne se cítit uraženě a není zde žádný klid. Není žádný odpočinek (...). [Přesto] existujete jako absolutní realita, jako vědomí, a už nevěříte, že vaše tělo a vaše mysl jsou modifikací vědomí. Víte jen, že neexistuje tělo a není mysl. Jste bez ega. Neexistuje žádný důvod, aby vaše tělo, mysl nebo svět existovaly. Možná to nejprve lehce pocítíte, ale všimnete si, čím větší pocit, tím větší štěstí. Začínáte splývat ve vědomí. Začínáte cítit realitu.

Svět jde dál, lidé dělají to, co vždycky, ale vy to vidíte úplně jinak. Už nevidíte stejný svět, jaký jste viděli. Je to jako čtení časopisu. Obrázky v časopise jsou před vámi, ale vy nejste časopis a nejste obrázky. Kdo jste, může být stále záhadou. Pamatujte, že pokud to můžete vyjádřit, není to ono. Proto nechodíte a neříkáte všem: „Jsem čistá realita“ nebo „Jsem vědomí“. Ty mlčíš. Po ovoci poznáte je. Stáváte se světlem ve světě temnoty. (...) Našli jste mír. Vždycky jsi to byl ty. Opravdu jsi nic nenašel. Právě jste se stali svým Já.

(umlčet)

Robert Adams, T: 43, Sedět v tichu, 27. ledna 1991.",Adams Robert,," 43, Sedět v tichu, 27. ledna 1991.",1176,měnit,"__|__
Žijeme v těle Božím__|__
hypnóza se nazývá maya. Nutí mě to věřit, že jsem Robert a mám život, který musím žít.__|__
trpělivost. Vždy chcete věci měnit, dělat věci lepšími, zlepšovat toto a zlepšovat tamto. Všechno je to vtip.__|__
Sledují své myšlenky, sledují své činy a pozorují, jak se rozčilují, pozorují, jak upadají do deprese, pozorují, jak žárlí a závidí a podobně. Postupně si uvědomují: ""To nejsem já. To je hypnóza, to je lež."" Nereagují na svůj stav. Do té míry, do jaké nereagují na svůj stav, do té míry se stávají svobodnými. Už je nezajímá, co kdo jiný dělá. S nikým se nesrovnávají. S nikým nekonkurují.__|__
mysli opustit vaše Já, začne se srovnávat, začne soudit, začne se cítit uraženě a není zde žádný klid.__|__
opustit vaše Já, začne se srovnávat, začne soudit, začne se cítit uraženě a není zde žádný klid. __|__
nejste obrázky__|__
ovoci poznáte je",,,2023-12-18.,"*The difference between sleeping and being realized is that when you're asleep you're realized, but you're not conscious of it. When you are realized, you are conscious of the whole game.*

(...) If you look at the universe, it's composed of galaxies and solar systems. In each galaxy there are trillions and trillions of solar systems. What is a solar system? It's a sun with planets revolving around it. Isn't that just like the atom? That's why in scripture it tells you, ""We live in the body of God,"" for the whole universe appears to be some pulsating being. It pulsates. It breathes. Can you imagine that? The universe actually breathes just like you breathe. You are a replica of the universe. If you found yourself the size of an atom in your body, you would be in a universe. You would look up and you would see suns, stars, planets, but they're all taking place in your body [you are the microcosm in the macrocosm which means you are a small universe in a large universe]. It’s mind boggling. So you are not what you appear to be. (...)(...) You've been fooled. Awaken!

Why should you awaken? When you look at the world today, and you see what's happening, you become completely confused. You have no idea why there's war, man's inhumanity to man. There's going to be a civil war in Russia.  They're fighting in South America. In Africa there's upheavals. There appears to be no peace anywhere. Yet reality is love. Reality is peace. Reality is infinite happiness. It doesn't make any sense. How can reality be happiness, love and peace when you behold the effect of reality which appears to be chaos and confusion and man's inhumanity to man? You have been hypnotized. Have you ever watched a hypnotist? A good hypnotist can hypnotize you and make you believe almost anything. The universal hypnosis is called maya. It makes me believe I'm Robert and have a life to live. It makes you believe you're Joan, or Fred, or Henry or Mary and you have a life to live. You worry about your life. You have no patience. You always want to change things, make things better, improve this and improve that. It's all a joke.

The wise person, therefore, does really not look to change anything. They become quiet. They have patience. They work on themselves. They watch their thoughts, watch their actions and observe themselves getting angry, observe themselves getting depressed, observe themselves getting jealous and envious and the rest of it. Little by little they realize, ""That's not me. That's hypnosis, that's a lie."" They do not react to their condition. To the extent that they do not react to their condition, to that extent do they become free. They no longer care what anybody else is doing. They compare themselves with no one. They compete with no one. They simply watch themselves. They observe themselves. They see the mental confusion. They don't run around shouting, ""I am absolute reality. I am God. I am consciousness."" Rather, they see where  they're coming from and they leave everyone else alone. Such a being unfolds at a fast rate.

It makes no difference what  predicament such a being is in. It doesn't matter, for such a being is already free. When the mind rests in the heart, that means when the mind does not go out any longer and identify with the world, when the mind rests in the heart there is peace, there is harmony, there is pure being. When you allow your mind to go out of your Self it begins to compare, it begins to judge, it begins to feel offended, and there is no peace. There's no rest (...). [Yet] you exist as absolute reality, as consciousness, and you no longer believe that your body and your mind are a modification of consciousness. You just know that there is no body and there is no mind. You are egoless. There is no reason for your body, mind or the world to exist. You may first feel this slightly, but you will notice the greater the feeling, the greater the happiness. You are beginning to merge in consciousness. You are beginning to feel reality.

The world goes on, people do what they always do, yet you see it quite differently. You no longer see the same world you used to see. It's like reading a magazine. The images in a magazine are in front of you but you are not the magazine and you are not the images. Who you are may still be a mystery. Remember, as long as you can express it, it's not that. Therefore you do not walk around telling everybody, ""I am pure reality,"" or ""I am consciousness."" You remain silent. By their fruits ye shall know them. You become a light in the world of darkness. (...) You have found peace. It has always been you. You have really not found anything. You have just become your Self.

(silence)

Robert Adams, T: 43, Sitting in the Silence, 27th January, 1991.",,,,fb:Adams Robert,
"VIDĚNÍ OČIMA BOŽÍHO

Když mluvíte o svém srdečním stavu, financích nebo čemkoli jiném, je to jako dívat se klíčovou dírkou a vidět jednu část obrazu. Kdybyste otevřeli dveře a viděli začátek a konec, zajásali byste. Protože vidíš jen tu část, kde je tvé srdce špatné. Odpoutejte se od těch věcí. Podívejte se na celek.

Robert Adams",Adams Robert,,,1177,,,,,2023-12-19.,"SEEING WITH THE EYES OF GOD

When you speak of your heart condition or your finances or whatever, it's like looking through a keyhole and seeing one part of the picture. If you open the door and saw the beginning and the end, you would rejoice. For you're seeing only the part where your heart is bad. Take your mind off those things. See the Whole.

Robert Adams",,,,fb:Adams Robert,
"Řekněte, že máte přítele a že se neustále hádáte. Váš přítel má špatnou náladu. Obvykle, když se váš přítel stane tak násilným, stanete se násilným i vy, a váš temperament začne a máte velkou hádku, budete na sebe do příště naštvaní. Nikdo nevyhrál. Pak začnete chápat, co jsem vám řekl. Takže když se k vám váš přítel vrátí a máte další násilnou hádku, tentokrát nereagujete. Zíráš na svého přítele, který se ztotožňuje s já, a neodpovídáš. co myslíš, že se stane? Váš přítel se opotřebuje, a když si uvědomíte, že nereagujete, bude slabší a slabší. Až vás pak příště uvidí, dvakrát si rozmyslí, než se rozzlobí a budou se hádat, protože vědí, že neodpovíte. Stal jste se svědkem. Stane se jedna ze dvou věcí. Váš přítel uvidí, že už nereagujete. Takže se s vámi nemůže hádat a odejde a už je neuvidíte. Najdou si někoho jiného, ​​s kým budou bojovat. Nebo se omluví a přesto budou chtít být vaším přítelem a změní své způsoby. Robert Adams

Přepis 86. Na cestě",Adams Robert,, 86. Na cestě,1178,nereagujete,,,,2023-12-19.,"Say you have a friend and you're always getting into an argument. Your friend has a bad temper. Usually when your friend becomes violent like that, you also become violent, and your temper starts and you have a big argument, you get mad at each other until the next time. Nobody won. Then you begin to understand what I told you. So when your friend comes back to you, and you have another violent argument, this time you don't respond. You stare at your friend, that's identifying with the I, and you do not respond. What do you think will happen? Your friend will wear themselves out, and realizing you do not respond, will become weaker and weaker. Then the next time they see you, they will think twice before they get angry and argumentative, for they know that you're not going to respond. You've become the witness. Either one of two things will happen. Your friend will see you're not responding any longer. So he or she can't get off with arguing with you and will leave, and you'll not see them again. They'll find someone else to fight with. Or they will apologize and still want to be your friend, and change their ways. Robert Adams

Transcript 86. On the Path",,,,fb:Adams Robert,
"SKUTEČNÉ SE NIKDY NENARODÍ

Je jako strom, který se rodí ze semene. Cokoli, co se narodilo, není skutečné. Cokoli, co se zdá být zrozené, je falešné. Skutečné se nikdy nenarodí. Takže cokoli se zdá být narozené jako dítě, je součástí stvoření. To vše je součástí mayi. Cokoli se narodí, cokoli v tomto světě vidíte, je vše mája. Dítě je jeho součástí, není oddělené.

Robert Adams",Adams Robert,,,1179,,"__|__
zrozené, je falešné__|__
vidíte, je vše mája.",,,2023-12-19.,"THE REAL IS NEVER BORN

It is like a tree that is born from a seed. Anything that is bor,n isn't real. Anything that appears to be born is false. The real is never born. So whatever appears to be born like a baby, is part of creation. It's all part of maya. Whatever is born, whatever you see in this world, is all maya. A baby is part of it, not separate.

Robert Adams",,,,fb:Adams Robert,
